OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	696	ЗаписатьВещественноеЧислоВПоток(Данные, ПотокДанных);	333	0,002298
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	726	Тело      = ЗакодироватьFloat64BE(Число);	333	0,002224
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	703	БуферПроверки = ЗакодироватьFloat32BE(Число);	333	0,002197
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	413	КонецЦикла;	1998	0,002051
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	738	МеткаТипа   = СоздатьМеткуТипа(РазмерМетки, Число);	361	0,002032
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	399	ЭкспНеСмещ  = ПолучитьНесмещеннуюЭкспонентуIEEE754(Абс);	333	0,001981
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	354	ЭкспНеСмещ = ПолучитьНесмещеннуюЭкспонентуIEEE754(Абс);	333	0,001977
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	728	ЗаписатьБуферВПоток(МеткаТипа, 1, ПотокДанных);	333	0,00192
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	729	ЗаписатьБуферВПоток(Тело, 8, ПотокДанных);	333	0,001735
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	384	Возврат Знак * (1 + Мантисса / ДелительМантиссыFloat32()) * Pow(2, Экспонента - 127);	333	0,001683
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	705	Если ДекодироватьFloat32BE(БуферПроверки) = Число Тогда	333	0,001546
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	356	Мантисса     = (Доля - 1) * ДелительМантиссыFloat32();	333	0,001526
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	446	МеткаТипа = СоздатьМеткуТипа(1, _nil());	173	0,001417
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	401	Мантисса    = (Доля - 1) * ДелительМантиссыFloat64();	333	0,001405
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	406	Буфер.Установить(1, (ЭкспСмещ % 16) * 16 + Цел(МантиссаЦел / Pow(2, 48)));	333	0,001141
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	628	Если КоличествоПар <= 15 Тогда	1001	0,001113
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	335	Пока Абс < Pow(2, ЭкспНеСмещ) Цикл	670	0,001112
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	953	Возврат 128;	1001	0,001112
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	656	КонецПроцедуры	1001	0,001074
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	462	КонецПроцедуры	1000	0,001062
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	622	КоличествоПар = 0;	1001	0,001061
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	378	Мантисса   = (Байт1 % 128) * 65536 + Буфер.Получить(2) * 256 + Буфер.Получить(3);	333	0,001016
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	955	КонецФункции	1001	0,00098
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	630	РазмерМетки = 1;	1001	0,000974
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	645	КонецЕсли;	1001	0,000945
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	361	Буфер.Установить(1, (ЭкспСмещ % 2) * 128 + Цел(МантиссаЦел / 65536));	333	0,000927
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	360	Буфер.Установить(0, Знак * 128 + Цел(ЭкспСмещ / 2));	333	0,000883
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	571	КоличествоЭлементов = Данные.Количество();	501	0,000868
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	447	ЗаписатьБуферВПоток(МеткаТипа, 1, ПотокДанных);	173	0,000862
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	345	Буфер = Новый БуферДвоичныхДанных(4, ПорядокБайтов.BigEndian);	333	0,000798
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	78	ЗаписатьNilВПоток(ПотокДанных);	173	0,000764
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	405	Буфер.Установить(0, Знак * 128 + Цел(ЭкспСмещ / 16));	333	0,000763
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	321	Возврат 8388608;	666	0,000734
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	377	Экспонента = (Байт0 % 128) * 2 + Цел(Байт1 / 128);	333	0,000697
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	373	Байт0 = Буфер.Получить(0);	333	0,000697
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	390	Буфер = Новый БуферДвоичныхДанных(8, ПорядокБайтов.BigEndian);	333	0,000695
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	408	ОстатокМантиссы = МантиссаЦел % Pow(2, 48);	333	0,000684
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	339	Возврат ЭкспНеСмещ;	666	0,000678
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	869	Возврат 195;	583	0,000661
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	341	КонецФункции	666	0,000657
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	355	Доля         = Абс / Pow(2, ЭкспНеСмещ);	333	0,000629
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	323	КонецФункции	666	0,000628
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	364	Буфер.Установить(2, Цел(ОстатокМантиссы / 256));	333	0,000597
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	573	Если КоличествоЭлементов <= 15 Тогда	501	0,000592
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	365	Буфер.Установить(3, ОстатокМантиссы % 256);	333	0,000577
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	400	Доля        = Абс / Pow(2, ЭкспНеСмещ);	333	0,000573
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	871	КонецФункции	583	0,00056
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	965	Возврат 144;	500	0,000545
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	357	МантиссаЦел  = Цел(Окр(Мантисса, 0));	333	0,000536
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	598	КонецПроцедуры	501	0,000535
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	402	МантиссаЦел = Цел(Окр(Мантисса, 0));	333	0,0005
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	575	РазмерМетки = 1;	500	0,000487
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	374	Байт1 = Буфер.Получить(1);	333	0,000487
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	590	КонецЕсли;	501	0,000476
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	967	КонецФункции	500	0,00047
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	863	Возврат 194;	417	0,000455
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	363	ОстатокМантиссы = МантиссаЦел % 65536;	333	0,00045
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	358	ЭкспСмещ     = ЭкспНеСмещ + 127;	333	0,000419
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	403	ЭкспСмещ    = ЭкспНеСмещ + 1023;	333	0,000403
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	376	Знак       = ?(Байт0 >= 128, -1, 1);	333	0,000402
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	711	КонецПроцедуры	333	0,000397
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	865	КонецФункции	417	0,000394
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	380	Если Экспонента = 0 И Мантисса = 0 Тогда	333	0,000389
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	219	Метка.Установить(1, РазмерДанных);	269	0,000388
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	347	Если Число = 0 Тогда	333	0,000384
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	351	Знак = ?(Число < 0, 1, 0);	333	0,000383
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	396	Знак = ?(Число < 0, 1, 0);	333	0,000382
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	737	РазмерМетки = 1;	361	0,000378
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	392	Если Число = 0 Тогда	333	0,000374
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	352	Абс  = ?(Число < 0, -Число, Число);	333	0,000367
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	327	Возврат 4503599627370496;	333	0,000367
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	731	КонецПроцедуры	333	0,000365
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	899	Возврат 203;	333	0,00036
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	397	Абс  = ?(Число < 0, -Число, Число);	333	0,000359
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	386	КонецФункции	333	0,000332
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	417	КонецФункции	333	0,000329
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	367	Возврат Буфер;	333	0,000328
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	415	Возврат Буфер;	333	0,000323
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	349	КонецЕсли;	333	0,000322
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	369	КонецФункции	333	0,000317
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	382	КонецЕсли;	333	0,000315
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	901	КонецФункции	333	0,000311
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	394	КонецЕсли;	333	0,000307
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	709	КонецЕсли;	333	0,000305
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	329	КонецФункции	333	0,000299
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	905	Возврат 204;	269	0,000282
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	742	РазмерМетки = 2;	269	0,00027
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	907	КонецФункции	269	0,000239
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	857	Возврат 192;	173	0,000189
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	449	КонецПроцедуры	173	0,000173
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	859	КонецФункции	173	0,000158
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	50	ПотокДанных = Новый ПотокВПамяти();	1	0,00002
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	581	МеткаТипа   = СоздатьМеткуТипа(РазмерМетки, _array16());	1	0,000009
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	51	ЗаписатьЗначение(Данные, ПотокДанных);	1	0,000008
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	53	СериализованныеДанные = ПотокДанных.ЗакрытьИПолучитьДвоичныеДанные();	1	0,000006
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	336	ЭкспНеСмещ = ЭкспНеСмещ - 1;	4	0,000006
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	582	МеткаТипа.ЗаписатьЦелое16(1, КоличествоЭлементов);	1	0,000005
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	337	КонецЦикла;	4	0,000004
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	57	КонецФункции	1	0,000002
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	55	Возврат СериализованныеДанные;	1	0,000001
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	977	Возврат 220;	1	0,000001
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	578	ИначеЕсли КоличествоЭлементов < 65536 Тогда	1	0,000001
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	580	РазмерМетки = 3;	1	0,000001
OpenIntegrations ОбщийМодуль.OPI_MessagePack.Модуль	979	КонецФункции	1	0,000001
